instance,description,status,plan,error
instance-3554.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on c.
b is on e.
d is on a.",ok,"unstack a from c;
put down a;
unstack c from e;
put down c;
unstack e from b;
put down e;
pick up b;
stack b on e;
pick up a;
stack a on c;
pick up d;
stack d on a;
",
instance-3555.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on e.
b is on d.
d is on a.
e is on c.",ok,"unstack b from e;
stack b on d;
unstack e from a;
put down e;
pick up a;
stack a on e;
unstack b from d;
put down b;
unstack d from c;
put down d;
unstack a from e;
put down a;
pick up d;
stack d on a;
pick up e;
stack e on c;
unstack d from a;
put down d;
pick up a;
stack a on e;
pick up d;
stack d on a;
pick up b;
stack b on d;
",
instance-3556.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on d.
b is on e.
c is on b.",ok,"unstack a from e;
put down a;
unstack e from c;
put down e;
unstack c from d;
put down c;
unstack d from b;
put down d;
pick up a;
stack a on d;
pick up b;
stack b on e;
pick up c;
stack c on b;
",
instance-3557.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
b is on d.
c is on b.
d is on a.
e is on c.",ok,"unstack c from a;
put down c;
unstack a from b;
put down a;
unstack b from d;
put down b;
unstack d from e;
stack d on a;
pick up e;
stack e on c;
pick up b;
stack b on d;
unstack e from c;
put down e;
pick up c;
stack c on b;
pick up e;
stack e on c;
",
instance-3558.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
b is on a.
c is on e.
d is on c.
e is on b.",ok,"unstack c from d;
stack c on e;
pick up d;
stack d on c;
",
instance-3559.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on b.
c is on e.
e is on a.",ok,"unstack e from c;
stack e on a;
pick up c;
stack c on e;
",
instance-3560.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
c is on e.
d is on c.",ok,"unstack c from a;
put down c;
unstack a from e;
put down a;
unstack e from b;
put down e;
unstack b from d;
put down b;
pick up c;
stack c on e;
pick up d;
stack d on c;
",
instance-3561.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on c.
b is on a.
c is on e.",ok,"unstack c from a;
put down c;
unstack a from b;
stack a on c;
unstack b from e;
put down b;
unstack a from c;
put down a;
pick up b;
stack b on a;
pick up c;
stack c on e;
unstack b from a;
put down b;
pick up a;
stack a on c;
pick up b;
stack b on a;
",
instance-3562.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
b is on c.
c is on e.
e is on a.",ok,"unstack e from b;
put down e;
unstack b from a;
put down b;
unstack a from c;
put down a;
pick up b;
stack b on c;
pick up e;
stack e on a;
unstack b from c;
put down b;
unstack c from d;
stack c on e;
pick up b;
stack b on c;
",
instance-3563.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
c is on e.
d is on b.
e is on d.",ok,"unstack a from e;
put down a;
unstack e from c;
put down e;
unstack c from d;
stack c on e;
pick up d;
stack d on b;
unstack c from e;
put down c;
pick up e;
stack e on d;
pick up c;
stack c on e;
",
instance-3564.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on b.
c is on d.
d is on a.
e is on c.",ok,"unstack b from d;
put down b;
unstack d from e;
put down d;
unstack e from a;
put down e;
unstack a from c;
stack a on b;
pick up d;
stack d on a;
pick up c;
stack c on d;
pick up e;
stack e on c;
",
instance-3565.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on b.
c is on a.
d is on e.
e is on c.",ok,"unstack b from c;
put down b;
unstack e from a;
stack e on c;
unstack a from d;
stack a on b;
unstack e from c;
put down e;
pick up c;
stack c on a;
pick up e;
stack e on c;
pick up d;
stack d on e;
",
instance-3566.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
b is on d.
d is on c.
e is on b.",ok,"unstack c from a;
put down c;
unstack a from e;
put down a;
pick up d;
stack d on c;
unstack e from b;
put down e;
pick up b;
stack b on d;
pick up e;
stack e on b;
",
instance-3567.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on e.
b is on d.
c is on b.
d is on a.",ok,"unstack e from c;
put down e;
unstack a from d;
stack a on e;
pick up d;
stack d on a;
unstack c from b;
put down c;
pick up b;
stack b on d;
pick up c;
stack c on b;
",
instance-3568.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on d.
b is on c.
d is on e.
e is on b.",ok,"unstack d from b;
put down d;
unstack b from a;
put down b;
unstack a from e;
stack a on d;
unstack e from c;
put down e;
pick up b;
stack b on c;
pick up e;
stack e on b;
unstack a from d;
put down a;
pick up d;
stack d on e;
pick up a;
stack a on d;
",
instance-3569.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
d is on e.
e is on c.",ok,"unstack b from c;
put down b;
unstack c from a;
put down c;
unstack a from d;
put down a;
unstack d from e;
put down d;
pick up e;
stack e on c;
pick up d;
stack d on e;
",
instance-3570.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on e.
c is on a.
e is on d.",ok,"unstack a from c;
put down a;
unstack c from d;
stack c on a;
unstack d from b;
put down d;
unstack b from e;
put down b;
pick up e;
stack e on d;
unstack c from a;
put down c;
pick up a;
stack a on e;
pick up c;
stack c on a;
",
instance-3571.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
b is on e.
c is on a.",ok,"pick up b;
stack b on e;
pick up c;
stack c on a;
",
instance-3572.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
d is on a.",ok,"unstack a from d;
put down a;
unstack d from b;
stack d on a;
",
instance-3573.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on e.
b is on c.
d is on a.
e is on b.",ok,"unstack d from c;
stack d on a;
unstack c from e;
put down c;
unstack e from b;
put down e;
pick up b;
stack b on c;
pick up e;
stack e on b;
unstack d from a;
put down d;
pick up a;
stack a on e;
pick up d;
stack d on a;
",
instance-3574.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on e.
c is on d.
e is on c.",ok,"unstack c from a;
put down c;
unstack a from b;
put down a;
unstack b from d;
put down b;
unstack d from e;
put down d;
pick up a;
stack a on e;
pick up c;
stack c on d;
unstack a from e;
put down a;
pick up e;
stack e on c;
pick up a;
stack a on e;
",
instance-3575.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
b is on d.
c is on b.
d is on e.
e is on a.",ok,"unstack a from c;
put down a;
pick up c;
stack c on b;
pick up e;
stack e on a;
unstack c from b;
put down c;
unstack b from d;
put down b;
pick up d;
stack d on e;
pick up b;
stack b on d;
pick up c;
stack c on b;
",
instance-3576.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on c.
c is on e.
d is on a.
e is on b.",ok,"unstack b from e;
put down b;
unstack d from c;
put down d;
unstack e from a;
stack e on b;
pick up d;
stack d on a;
pick up c;
stack c on e;
unstack d from a;
put down d;
pick up a;
stack a on c;
pick up d;
stack d on a;
",
instance-3577.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on e.
b is on a.
c is on b.
d is on c.",ok,"unstack d from b;
put down d;
unstack b from a;
put down b;
unstack a from c;
put down a;
unstack c from e;
stack c on b;
pick up a;
stack a on e;
unstack c from b;
put down c;
pick up d;
stack d on c;
pick up b;
stack b on a;
unstack d from c;
put down d;
pick up c;
stack c on b;
pick up d;
stack d on c;
",
instance-3578.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
b is on e.
c is on a.
d is on b.
e is on c.",ok,"unstack b from d;
put down b;
unstack c from e;
put down c;
pick up d;
stack d on b;
unstack e from a;
put down e;
pick up c;
stack c on a;
pick up e;
stack e on c;
unstack d from b;
put down d;
pick up b;
stack b on e;
pick up d;
stack d on b;
",
instance-3579.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on b.
d is on c.
e is on a.",ok,"unstack b from d;
put down b;
unstack c from e;
put down c;
pick up d;
stack d on c;
unstack e from a;
put down e;
pick up a;
stack a on b;
pick up e;
stack e on a;
",
instance-3580.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
e is on b.",ok,"unstack b from e;
put down b;
unstack e from d;
stack e on b;
",
instance-3581.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on e.
c is on a.
d is on c.
e is on b.",ok,"unstack c from b;
put down c;
unstack d from e;
stack d on c;
unstack b from a;
put down b;
pick up e;
stack e on b;
pick up a;
stack a on e;
unstack d from c;
put down d;
pick up c;
stack c on a;
pick up d;
stack d on c;
",
instance-3582.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on e.
b is on a.
e is on d.",ok,"unstack a from b;
stack a on e;
unstack b from c;
stack b on a;
",
instance-3583.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on d.
b is on c.
e is on b.",ok,"unstack c from a;
put down c;
unstack a from e;
put down a;
unstack e from d;
put down e;
unstack d from b;
put down d;
pick up a;
stack a on d;
pick up b;
stack b on c;
pick up e;
stack e on b;
",
instance-3584.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on c.
b is on d.
d is on e.
e is on a.",ok,"unstack c from e;
put down c;
unstack e from d;
put down e;
unstack d from a;
stack d on e;
unstack a from b;
stack a on c;
unstack d from e;
put down d;
pick up b;
stack b on d;
pick up e;
stack e on a;
unstack b from d;
put down b;
pick up d;
stack d on e;
pick up b;
stack b on d;
",
instance-3585.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
b is on a.
c is on e.
d is on c.
e is on b.",ok,"unstack a from c;
put down a;
unstack b from d;
stack b on a;
unstack d from e;
stack d on c;
pick up e;
stack e on b;
unstack d from c;
put down d;
pick up c;
stack c on e;
pick up d;
stack d on c;
",
instance-3586.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on e.
b is on c.
e is on d.",ok,"pick up e;
stack e on d;
unstack a from b;
stack a on e;
",
instance-3587.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
b is on c.
d is on b.
e is on a.",ok,"unstack e from c;
put down e;
unstack c from d;
put down c;
unstack d from b;
put down d;
unstack b from a;
stack b on c;
pick up e;
stack e on a;
pick up d;
stack d on b;
",
instance-3588.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on d.
b is on a.
c is on b.
d is on e.",ok,"pick up b;
stack b on a;
unstack d from c;
put down d;
unstack c from e;
stack c on b;
pick up d;
stack d on e;
unstack c from b;
put down c;
unstack b from a;
put down b;
pick up a;
stack a on d;
pick up b;
stack b on a;
pick up c;
stack c on b;
",
instance-3589.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
b is on d.
c is on e.
e is on b.",ok,"unstack a from b;
put down a;
unstack b from c;
put down b;
unstack c from d;
stack c on e;
pick up b;
stack b on d;
unstack c from e;
put down c;
pick up e;
stack e on b;
pick up c;
stack c on e;
",
instance-3590.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
b is on d.
c is on b.
d is on e.
e is on a.",ok,"unstack a from c;
put down a;
unstack b from d;
put down b;
pick up c;
stack c on b;
unstack d from e;
put down d;
pick up e;
stack e on a;
pick up d;
stack d on e;
unstack c from b;
put down c;
pick up b;
stack b on d;
pick up c;
stack c on b;
",
instance-3591.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
b is on d.
c is on e.
e is on b.",ok,"unstack e from a;
put down e;
unstack a from c;
put down a;
unstack c from d;
stack c on e;
unstack d from b;
put down d;
pick up b;
stack b on d;
unstack c from e;
put down c;
pick up e;
stack e on b;
pick up c;
stack c on e;
",
instance-3592.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
b is on a.
c is on d.
d is on b.",ok,"unstack c from e;
put down c;
unstack e from d;
put down e;
unstack d from a;
put down d;
pick up c;
stack c on d;
unstack a from b;
put down a;
pick up b;
stack b on a;
unstack c from d;
put down c;
pick up d;
stack d on b;
pick up c;
stack c on d;
",
instance-3593.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on d.
b is on c.
c is on e.
d is on b.",ok,"unstack b from d;
put down b;
unstack c from a;
put down c;
unstack a from e;
stack a on d;
pick up c;
stack c on e;
pick up b;
stack b on c;
unstack a from d;
put down a;
pick up d;
stack d on b;
pick up a;
stack a on d;
",
instance-3594.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on e.
b is on d.
e is on c.",ok,"unstack c from b;
put down c;
unstack b from a;
put down b;
unstack a from d;
put down a;
unstack d from e;
put down d;
pick up b;
stack b on d;
pick up e;
stack e on c;
pick up a;
stack a on e;
",
instance-3595.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
c is on b.
e is on a.",ok,"unstack d from b;
put down d;
pick up c;
stack c on b;
",
instance-3596.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on b.
b is on c.
c is on e.
e is on d.",ok,"unstack c from b;
put down c;
unstack d from a;
put down d;
unstack a from e;
stack a on b;
pick up e;
stack e on d;
pick up c;
stack c on e;
unstack a from b;
put down a;
pick up b;
stack b on c;
pick up a;
stack a on b;
",
instance-3597.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on d.
b is on a.
d is on e.
e is on c.",ok,"unstack d from a;
put down d;
pick up a;
stack a on d;
unstack e from c;
put down e;
unstack c from b;
put down c;
pick up b;
stack b on a;
pick up e;
stack e on c;
unstack b from a;
put down b;
unstack a from d;
put down a;
pick up d;
stack d on e;
pick up a;
stack a on d;
pick up b;
stack b on a;
",
instance-3598.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on d.
b is on e.
d is on c.",ok,"unstack e from b;
put down e;
pick up b;
stack b on e;
",
instance-3599.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on e.
c is on a.
d is on c.",ok,"unstack e from d;
put down e;
unstack d from b;
put down d;
unstack b from a;
put down b;
unstack a from c;
stack a on e;
pick up c;
stack c on a;
pick up d;
stack d on c;
",
instance-3600.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on c.
c is on e.",ok,"unstack c from a;
stack c on e;
pick up a;
stack a on c;
",
instance-3601.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
c is on e.
e is on a.",ok,"unstack d from c;
put down d;
unstack c from a;
put down c;
unstack a from b;
put down a;
unstack b from e;
put down b;
pick up e;
stack e on a;
pick up c;
stack c on e;
",
instance-3602.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on b.
b is on c.
c is on e.
e is on d.",ok,"unstack d from a;
put down d;
unstack b from c;
put down b;
pick up a;
stack a on b;
unstack c from e;
put down c;
pick up e;
stack e on d;
pick up c;
stack c on e;
unstack a from b;
put down a;
pick up b;
stack b on c;
pick up a;
stack a on b;
",
instance-3603.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on c.
b is on d.
d is on e.
e is on a.",ok,"unstack b from d;
put down b;
unstack d from c;
put down d;
unstack e from a;
put down e;
pick up a;
stack a on c;
pick up b;
stack b on d;
pick up e;
stack e on a;
unstack b from d;
put down b;
pick up d;
stack d on e;
pick up b;
stack b on d;
",
instance-3604.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on b.
b is on e.
c is on a.
d is on c.",ok,"unstack c from d;
put down c;
pick up d;
stack d on c;
unstack b from e;
put down b;
unstack e from a;
put down e;
pick up b;
stack b on e;
pick up a;
stack a on b;
unstack d from c;
put down d;
pick up c;
stack c on a;
pick up d;
stack d on c;
",
instance-3605.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on d.
d is on b.
e is on a.",ok,"unstack c from e;
put down c;
unstack e from a;
put down e;
unstack a from b;
put down a;
unstack b from d;
put down b;
pick up d;
stack d on b;
pick up a;
stack a on d;
pick up e;
stack e on a;
",
instance-3606.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on c.
b is on e.
d is on a.
e is on d.",ok,"pick up a;
stack a on c;
unstack e from b;
put down e;
unstack b from d;
stack b on e;
pick up d;
stack d on a;
unstack b from e;
put down b;
pick up e;
stack e on d;
pick up b;
stack b on e;
",
instance-3607.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
b is on a.
c is on d.
d is on e.",ok,"unstack a from d;
put down a;
unstack d from b;
put down d;
unstack b from e;
stack b on a;
unstack e from c;
put down e;
pick up d;
stack d on e;
pick up c;
stack c on d;
",
instance-3608.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
b is on c.
c is on d.
d is on a.",ok,"unstack a from b;
put down a;
unstack e from d;
put down e;
pick up d;
stack d on a;
unstack b from c;
put down b;
pick up c;
stack c on d;
pick up b;
stack b on c;
",
instance-3609.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on b.
c is on e.
e is on d.",ok,"unstack b from d;
put down b;
unstack d from a;
put down d;
unstack a from c;
stack a on b;
unstack c from e;
put down c;
pick up e;
stack e on d;
pick up c;
stack c on e;
",
instance-3610.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on e.
b is on a.
d is on c.",ok,"unstack d from e;
put down d;
unstack e from c;
put down e;
unstack c from a;
put down c;
unstack a from b;
stack a on e;
pick up b;
stack b on a;
pick up d;
stack d on c;
",
instance-3611.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
b is on a.
c is on d.
e is on b.",ok,"unstack a from e;
put down a;
unstack e from d;
put down e;
unstack d from b;
put down d;
pick up c;
stack c on d;
pick up b;
stack b on a;
pick up e;
stack e on b;
",
instance-3612.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on c.
b is on e.",ok,"unstack a from b;
put down a;
unstack b from e;
put down b;
unstack e from d;
put down e;
unstack d from c;
put down d;
pick up a;
stack a on c;
pick up b;
stack b on e;
",
instance-3613.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on d.
c is on a.
d is on e.
e is on b.",ok,"unstack b from c;
put down b;
pick up c;
stack c on a;
pick up e;
stack e on b;
unstack c from a;
put down c;
unstack a from d;
put down a;
pick up d;
stack d on e;
pick up a;
stack a on d;
pick up c;
stack c on a;
",
instance-3614.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
d is on e.
e is on a.",ok,"pick up e;
stack e on a;
unstack d from c;
stack d on e;
",
instance-3615.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on e.
c is on b.
d is on c.
e is on d.",ok,"unstack e from b;
put down e;
pick up a;
stack a on e;
unstack b from d;
put down b;
pick up c;
stack c on b;
pick up d;
stack d on c;
unstack a from e;
put down a;
pick up e;
stack e on d;
pick up a;
stack a on e;
",
instance-3616.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
b is on d.
c is on b.
d is on e.",ok,"unstack b from d;
put down b;
unstack d from a;
put down d;
unstack a from c;
put down a;
unstack c from e;
stack c on b;
pick up d;
stack d on e;
unstack c from b;
put down c;
pick up b;
stack b on d;
pick up c;
stack c on b;
",
instance-3617.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on d.
b is on e.
d is on b.
e is on c.",ok,"unstack d from a;
put down d;
pick up a;
stack a on d;
unstack e from c;
put down e;
unstack c from b;
put down c;
pick up e;
stack e on c;
pick up b;
stack b on e;
unstack a from d;
put down a;
pick up d;
stack d on b;
pick up a;
stack a on d;
",
instance-3618.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on e.
b is on d.
d is on a.
e is on c.",ok,"unstack d from c;
put down d;
unstack c from e;
put down c;
unstack e from a;
stack e on c;
unstack a from b;
stack a on e;
pick up d;
stack d on a;
pick up b;
stack b on d;
",
instance-3619.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on e.
c is on d.
e is on b.",ok,"unstack a from d;
put down a;
unstack d from e;
put down d;
unstack e from b;
put down e;
unstack b from c;
put down b;
pick up c;
stack c on d;
pick up e;
stack e on b;
pick up a;
stack a on e;
",
instance-3620.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on e.
c is on a.
d is on c.",ok,"unstack a from e;
put down a;
unstack e from b;
put down e;
unstack b from d;
put down b;
pick up d;
stack d on c;
pick up a;
stack a on e;
unstack d from c;
put down d;
pick up c;
stack c on a;
pick up d;
stack d on c;
",
instance-3621.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on e.
d is on a.
e is on b.",ok,"unstack d from e;
put down d;
unstack a from c;
stack a on e;
unstack c from b;
put down c;
unstack a from e;
put down a;
pick up e;
stack e on b;
pick up a;
stack a on e;
pick up d;
stack d on a;
",
instance-3622.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on e.
c is on b.
e is on c.",ok,"unstack d from b;
put down d;
unstack b from e;
put down b;
unstack e from a;
put down e;
unstack a from c;
stack a on e;
pick up c;
stack c on b;
unstack a from e;
put down a;
pick up e;
stack e on c;
pick up a;
stack a on e;
",
instance-3623.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on d.
c is on a.
d is on b.",ok,"unstack e from c;
put down e;
unstack c from a;
put down c;
unstack a from b;
put down a;
pick up d;
stack d on b;
pick up a;
stack a on d;
pick up c;
stack c on a;
",
instance-3624.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
b is on a.
d is on c.
e is on d.",ok,"unstack d from e;
stack d on c;
pick up e;
stack e on d;
",
instance-3625.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on d.
c is on b.
d is on c.
e is on a.",ok,"unstack b from a;
put down b;
unstack e from c;
stack e on a;
pick up c;
stack c on b;
pick up d;
stack d on c;
unstack e from a;
put down e;
pick up a;
stack a on d;
pick up e;
stack e on a;
",
instance-3626.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on d.
c is on b.
d is on e.",ok,"unstack c from e;
put down c;
unstack e from b;
put down e;
unstack b from a;
put down b;
pick up c;
stack c on b;
unstack a from d;
put down a;
pick up d;
stack d on e;
pick up a;
stack a on d;
",
instance-3627.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on c.
b is on e.
c is on b.
d is on a.",ok,"unstack e from b;
put down e;
unstack b from d;
stack b on e;
pick up c;
stack c on b;
unstack d from a;
put down d;
pick up a;
stack a on c;
pick up d;
stack d on a;
",
instance-3628.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
b is on a.
c is on d.
d is on b.
e is on c.",ok,"unstack a from b;
put down a;
pick up b;
stack b on a;
unstack d from e;
stack d on b;
unstack e from c;
put down e;
pick up c;
stack c on d;
pick up e;
stack e on c;
",
instance-3629.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on e.
b is on a.
c is on d.
e is on c.",ok,"unstack a from b;
put down a;
unstack b from d;
stack b on a;
unstack d from e;
put down d;
pick up c;
stack c on d;
pick up e;
stack e on c;
unstack b from a;
put down b;
pick up a;
stack a on e;
pick up b;
stack b on a;
",
instance-3630.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on b.
b is on d.
c is on a.",ok,"unstack d from b;
put down d;
unstack b from c;
stack b on d;
unstack c from e;
put down c;
unstack e from a;
put down e;
pick up a;
stack a on b;
pick up c;
stack c on a;
",
instance-3631.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
b is on e.
c is on b.
e is on a.",ok,"unstack d from b;
put down d;
unstack e from c;
put down e;
unstack c from a;
stack c on b;
pick up e;
stack e on a;
unstack c from b;
put down c;
pick up b;
stack b on e;
pick up c;
stack c on b;
",
instance-3632.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on e.
b is on a.
e is on c.",ok,"unstack d from a;
put down d;
pick up b;
stack b on a;
",
instance-3633.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on e.
b is on c.
c is on a.",ok,"unstack b from a;
stack b on c;
unstack a from d;
put down a;
unstack d from e;
put down d;
pick up a;
stack a on e;
unstack b from c;
put down b;
pick up c;
stack c on a;
pick up b;
stack b on c;
",
instance-3634.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
c is on e.
e is on d.",ok,"unstack b from c;
put down b;
pick up c;
stack c on e;
",
instance-3635.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on c.
b is on a.
e is on d.",ok,"unstack e from d;
put down e;
unstack d from c;
put down d;
unstack c from a;
put down c;
pick up b;
stack b on a;
pick up e;
stack e on d;
unstack b from a;
put down b;
pick up a;
stack a on c;
pick up b;
stack b on a;
",
instance-3636.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
b is on a.
c is on b.
d is on c.",ok,"unstack a from b;
put down a;
pick up b;
stack b on a;
unstack d from e;
put down d;
unstack e from c;
put down e;
pick up c;
stack c on b;
pick up d;
stack d on c;
",
instance-3637.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on c.
d is on b.
e is on d.",ok,"unstack b from d;
put down b;
pick up d;
stack d on b;
unstack a from c;
put down a;
unstack c from e;
put down c;
pick up e;
stack e on d;
pick up a;
stack a on c;
",
instance-3638.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on c.
b is on a.
c is on e.
e is on d.",ok,"unstack e from d;
put down e;
unstack d from b;
put down d;
pick up e;
stack e on d;
pick up c;
stack c on e;
unstack b from a;
put down b;
pick up a;
stack a on c;
pick up b;
stack b on a;
",
instance-3639.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
b is on c.",ok,"unstack e from c;
put down e;
pick up b;
stack b on c;
",
instance-3640.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on b.
c is on a.
d is on e.
e is on c.",ok,"unstack e from b;
put down e;
pick up d;
stack d on e;
unstack c from a;
put down c;
pick up a;
stack a on b;
pick up c;
stack c on a;
unstack d from e;
put down d;
pick up e;
stack e on c;
pick up d;
stack d on e;
",
instance-3641.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on e.
b is on a.
c is on b.",ok,"unstack a from d;
put down a;
unstack d from e;
put down d;
pick up a;
stack a on e;
unstack c from b;
put down c;
pick up b;
stack b on a;
pick up c;
stack c on b;
",
instance-3642.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on d.
d is on e.
e is on b.",ok,"unstack c from b;
put down c;
unstack b from a;
put down b;
pick up e;
stack e on b;
unstack a from d;
put down a;
pick up d;
stack d on e;
pick up a;
stack a on d;
",
instance-3643.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on b.",ok,"unstack d from a;
put down d;
pick up a;
stack a on b;
",
